orfid	yORF	gene name	GFP tagged?	GFP visualized?	TAP visualized?	abundance	error	localization summary	ambiguous	mitochondrion	vacuole	spindle pole	cell periphery	punctate composite	vacuolar membrane	ER	nuclear periphery	endosome	bud neck	microtubule	Golgi	late Golgi	peroxisome	actin	nucleolus	cytoplasm	ER to Golgi	early Golgi	lipid particle	nucleus	bud	
369	YOR048C	RAT1	tagged	visualized	TAP visualized	623	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2241	YOR051C		tagged	visualized	TAP visualized	10800	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4279	YOR052C		tagged	visualized	TAP visualized	9520	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1938	YOR056C	NOB1	tagged	visualized	TAP visualized	4490	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2344	YOR057W	SGT1	tagged	visualized	TAP visualized	1340	NA	cytoplasm,nucleus,bud	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	T		
514	YOR058C	ASE1	tagged	visualized	TAP visualized	556	NA	microtubule	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F		
2005	YOR059C		tagged	visualized	TAP visualized	1210	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3400	YOR060C		tagged	visualized	TAP visualized	1690	NA	nucleus,spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2761	YOR061W	CKA2	tagged	visualized	TAP visualized	4540	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3325	YOR062C		tagged	visualized	TAP visualized	2010	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2397	YOR063W	RPL3	tagged	visualized	TAP visualized	450	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3704	YOR064C	YNG1	tagged	visualized	TAP visualized	861	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5960	YOR065W	CYT1	tagged	visualized	TAP visualized	39900	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5949	YOR069W	VPS5	tagged	visualized	TAP visualized	6120	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
1094	YOR070C	GYP1	tagged	visualized	TAP visualized	206	NA	cytoplasm,punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1259	YOR073W		tagged	visualized	TAP visualized	low signal	NA	nucleus,spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5972	YOR074C	CDC21	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5890	YOR075W	UFE1	tagged	visualized	not TAP visualized	not visualized	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
786	YOR076C	SKI7	tagged	visualized	TAP visualized	233	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3612	YOR077W	RTS2	tagged	visualized	TAP visualized	4590	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3746	YOR078W	BUD21	tagged	visualized	TAP visualized	2120	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
781	YOR081C		tagged	visualized	TAP visualized	358	NA	lipid particle	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F		
3105	YOR083W	WHI5	tagged	visualized	TAP visualized	1440	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2398	YOR084W		tagged	visualized	TAP visualized	2350	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5884	YOR085W	OST3	tagged	visualized	TAP visualized	4030	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
209	YOR086C		tagged	visualized	TAP visualized	6140	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3485	YOR087W	YVC1	tagged	visualized	TAP visualized	1310	NA	ER,cytoplasm	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
6110	YOR089C	VPS21	tagged	visualized	TAP visualized	8760	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2301	YOR091W		tagged	visualized	TAP visualized	4220	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5536	YOR092W	ECM3	tagged	visualized	TAP visualized	low signal	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6145	YOR094W	ARF3	tagged	visualized	TAP visualized	1240	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3394	YOR095C	RKI1	tagged	visualized	TAP visualized	5680	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5301	YOR098C	NUP1	tagged	visualized	TAP visualized	468	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5831	YOR099W	KTR1	tagged	visualized	TAP visualized	5480	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5961	YOR101W	RAS1	tagged	visualized	TAP visualized	2050	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3216	YOR104W	PIN2	tagged	visualized	TAP visualized	996	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2998	YOR107W	RGS2	tagged	visualized	TAP visualized	technical problem	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1216	YOR108W	LEU9	tagged	visualized	TAP visualized	28800	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
269	YOR109W	INP53	tagged	visualized	TAP visualized	1520	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2095	YOR110W	TFC7	tagged	visualized	TAP visualized	2660	359.0	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
748	YOR112W		tagged	visualized	TAP visualized	1360	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
466	YOR113W	AZF1	tagged	visualized	TAP visualized	556	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
6032	YOR115C	TRS33	tagged	visualized	not TAP visualized	not visualized	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
98	YOR116C	RPO31	tagged	visualized	TAP visualized	6020	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2105	YOR117W	RPT5	tagged	visualized	not TAP visualized	not visualized	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1371	YOR118W		tagged	visualized	TAP visualized	2600	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2967	YOR120W	GCY1	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3921	YOR122C	PFY1	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1904	YOR123C	LEO1	tagged	visualized	TAP visualized	1110	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
165	YOR124C	UBP2	tagged	visualized	TAP visualized	2420	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
368	YOR127W	RGA1	tagged	visualized	TAP visualized	396	NA	bud neck,cytoplasm,cell periphery	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F		
1358	YOR128C	ADE2	tagged	visualized	TAP visualized	5410	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
501	YOR129C		tagged	visualized	TAP visualized	768	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5991	YOR130C	ORT1	tagged	visualized	TAP visualized	432	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3710	YOR131C		tagged	visualized	TAP visualized	396	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5632	YOR132W	VPS17	tagged	visualized	TAP visualized	7380	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
583	YOR133W	EFT1	tagged	visualized	TAP visualized	82700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2521	YOR136W	IDH2	tagged	visualized	TAP visualized	43100	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
984	YOR138C		tagged	visualized	TAP visualized	5930	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
737	YOR140W	SFL1	tagged	visualized	TAP visualized	1040	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
520	YOR141C	ARP8	tagged	visualized	TAP visualized	1010	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2827	YOR142W	LSC1	tagged	visualized	TAP visualized	18400	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2910	YOR143C	THI80	tagged	visualized	TAP visualized	3320	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
683	YOR144C	ELG1	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1041	YOR147W	MDM32	tagged	visualized	TAP visualized	10400	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3990	YOR148C	SPP2	tagged	visualized	TAP visualized	752	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4165	YOR150W	MRPL23	tagged	visualized	TAP visualized	6730	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
192	YOR151C	RPB2	tagged	visualized	TAP visualized	18700	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3411	YOR152C		tagged	visualized	TAP visualized	1890	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5249	YOR153W	PDR5	tagged	visualized	TAP visualized	42000	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1276	YOR154W		tagged	visualized	TAP visualized	3250	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
828	YOR156C	NFI1	tagged	visualized	TAP visualized	3170	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3374	YOR157C	PUP1	tagged	visualized	TAP visualized	11400	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2915	YOR158W	PET123	tagged	visualized	TAP visualized	2010	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
394	YOR160W	MTR10	tagged	visualized	TAP visualized	6340	614.0	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5659	YOR161C		tagged	visualized	TAP visualized	low signal	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
648	YOR162C	YRR1	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3968	YOR163W	DDP1	tagged	visualized	TAP visualized	3440	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2968	YOR164C		tagged	visualized	TAP visualized	5350	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
716	YOR165W	SEY1	tagged	visualized	TAP visualized	2270	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5160	YOR167C	RPS28A	tagged	visualized	TAP visualized	94500	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
652	YOR168W	GLN4	tagged	visualized	TAP visualized	37500	3580.0	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1143	YOR171C	LCB4	tagged	visualized	TAP visualized	2840	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
698	YOR172W	YRM1	tagged	visualized	TAP visualized	125	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2329	YOR173W	DCS2	tagged	visualized	TAP visualized	1810	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3203	YOR174W	MED4	tagged	visualized	TAP visualized	1620	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5525	YOR175C		tagged	visualized	TAP visualized	technical problem	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5832	YOR176W	HEM15	tagged	visualized	TAP visualized	22700	500.0	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3969	YOR179C		tagged	visualized	TAP visualized	1430	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1106	YOR181W	LAS17	tagged	visualized	TAP visualized	8580	NA	actin	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F		
3871	YOR182C	RPS30B	tagged	visualized	TAP visualized	18500	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2345	YOR184W	SER1	tagged	visualized	TAP visualized	15900	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
6084	YOR185C	GSP2	tagged	visualized	TAP visualized	2460	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2077	YOR187W	TUF1	tagged	visualized	TAP visualized	58500	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
241	YOR188W	MSB1	tagged	visualized	TAP visualized	172	NA	bud neck,cytoplasm	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F		
4738	YOR189W	IES4	tagged	visualized	TAP visualized	538	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
66	YOR191W	RIS1	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2472	YOR193W		tagged	visualized	TAP visualized	382	NA	peroxisome	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F		
622	YOR195W	SLK19	tagged	visualized	TAP visualized	314	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2229	YOR196C	LIP5	tagged	visualized	TAP visualized	1630	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1984	YOR197W	MCA1	tagged	visualized	TAP visualized	1400	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1861	YOR198C	BFR1	tagged	visualized	TAP visualized	33400	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4858	YOR199W		tagged	visualized	TAP visualized	low signal	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2242	YOR201C	PET56	tagged	visualized	TAP visualized	2760	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1422	YOR205C		tagged	visualized	TAP visualized	937	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
862	YOR206W	NOC2	tagged	visualized	TAP visualized	29000	5930.0	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
231	YOR207C	RET1	tagged	visualized	TAP visualized	1950	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
777	YOR208W	PTP2	tagged	visualized	TAP visualized	149	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2143	YOR209C	NPT1	tagged	visualized	TAP visualized	32100	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5152	YOR210W	RPB10	tagged	visualized	TAP visualized	5300	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
5792	YOR212W	STE4	tagged	visualized	TAP visualized	2050	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3475	YOR213C	SAS5	tagged	visualized	TAP visualized	1800	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3583	YOR214C		tagged	visualized	TAP visualized	technical problem	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3991	YOR215C		tagged	visualized	TAP visualized	2870	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1790	YOR216C	RUD3	tagged	visualized	TAP visualized	7620	NA	punctate composite,Golgi	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F		
551	YOR217W	RFC1	tagged	visualized	TAP visualized	2360	130.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3352	YOR220W		tagged	visualized	TAP visualized	967	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1999	YOR221C	MCT1	tagged	visualized	TAP visualized	1360	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4325	YOR224C	RPB8	tagged	visualized	TAP visualized	6210	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4224	YOR226C	ISU2	tagged	visualized	TAP visualized	3420	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
172	YOR227W		tagged	visualized	TAP visualized	195	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3047	YOR228C		tagged	visualized	not TAP visualized	not visualized	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1884	YOR229W	WTM2	tagged	visualized	TAP visualized	3750	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2078	YOR230W	WTM1	tagged	visualized	TAP visualized	7750	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1647	YOR231W	MKK1	tagged	visualized	TAP visualized	1040	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3640	YOR232W	MGE1	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
666	YOR233W	KIN4	tagged	visualized	TAP visualized	143	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3211	YOR234C	RPL33B	tagged	visualized	TAP visualized	65600	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3771	YOR236W	DFR1	tagged	visualized	TAP visualized	1080	NA	cytoplasm,mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3019	YOR238W		tagged	visualized	TAP visualized	892	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1124	YOR239W	ABP140	tagged	visualized	TAP visualized	17000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1469	YOR241W	MET7	tagged	visualized	TAP visualized	7080	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
973	YOR243C	PUS7	tagged	visualized	TAP visualized	4150	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2033	YOR244W	ESA1	tagged	visualized	TAP visualized	1170	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2202	YOR245C	DGA1	tagged	visualized	TAP visualized	907	NA	ER,cytoplasm	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2821	YOR246C		tagged	visualized	TAP visualized	967	NA	lipid particle	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F		
3782	YOR247W	SRL1	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5052	YOR248W	TOS11	tagged	visualized	not TAP visualized	not visualized	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
946	YOR249C	APC5	tagged	visualized	TAP visualized	259	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3033	YOR251C		tagged	visualized	TAP visualized	5770	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4380	YOR252W		tagged	visualized	TAP visualized	5350	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4059	YOR253W	NAT5	tagged	visualized	TAP visualized	2370	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5486	YOR254C	SEC63	tagged	visualized	TAP visualized	17700	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3717	YOR258W	HNT3	tagged	visualized	TAP visualized	396	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2079	YOR259C	RPT4	tagged	visualized	not TAP visualized	not visualized	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1321	YOR260W	GCD1	tagged	visualized	TAP visualized	9530	1760.0	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2772	YOR261C	RPN8	tagged	visualized	TAP visualized	19800	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2685	YOR262W		tagged	visualized	TAP visualized	9230	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2138	YOR264W	DSE3	tagged	visualized	TAP visualized	922	NA	bud neck	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F		
4924	YOR265W	RBL2	tagged	visualized	TAP visualized	1760	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5793	YOR266W	PNT1	tagged	visualized	TAP visualized	1460	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
751	YOR267C	HRK1	tagged	visualized	TAP visualized	300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1724	YOR269W	PAC1	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5386	YOR270C	VPH1	tagged	visualized	TAP visualized	55700	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5917	YOR271C		tagged	visualized	TAP visualized	9290	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1931	YOR272W	YTM1	tagged	visualized	TAP visualized	6670	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
