orfid	yORF	gene name	GFP tagged?	GFP visualized?	TAP visualized?	abundance	error	localization summary	ambiguous	mitochondrion	vacuole	spindle pole	cell periphery	punctate composite	vacuolar membrane	ER	nuclear periphery	endosome	bud neck	microtubule	Golgi	late Golgi	peroxisome	actin	nucleolus	cytoplasm	ER to Golgi	early Golgi	lipid particle	nucleus	bud	
5729	YGL038C	OCH1	tagged	visualized	TAP visualized	9490	NA	Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F		
2670	YGL039W		tagged	visualized	TAP visualized	2340	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2722	YGL040C	HEM2	tagged	visualized	TAP visualized	11600	1210.0	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2990	YGL043W	DST1	tagged	visualized	TAP visualized	6260	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3361	YGL046W		tagged	visualized	TAP visualized	3040	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3846	YGL047W		tagged	visualized	TAP visualized	1950	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2275	YGL048C	RPT6	tagged	visualized	TAP visualized	4700	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
464	YGL049C	TIF4632	tagged	visualized	TAP visualized	3390	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
6056	YGL053W	PRM8	tagged	visualized	TAP visualized	1250	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6190	YGL054C	ERV14	tagged	visualized	TAP visualized	7110	NA	ER,vacuole	F	F	T	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5694	YGL055W	OLE1	tagged	visualized	TAP visualized	technical problem	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1544	YGL056C	SDS23	tagged	visualized	TAP visualized	21200	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3175	YGL057C		tagged	visualized	TAP visualized	low signal	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4091	YGL058W	RAD6	tagged	visualized	TAP visualized	2770	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2030	YGL059W		tagged	visualized	TAP visualized	450	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1080	YGL060W	YBP2	tagged	visualized	TAP visualized	3870	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3480	YGL061C	DUO1	tagged	visualized	TAP visualized	996	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
213	YGL062W	PYC1	tagged	visualized	TAP visualized	12500	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1400	YGL064C	MRH4	tagged	visualized	TAP visualized	736	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1677	YGL065C	ALG2	tagged	visualized	TAP visualized	1840	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1026	YGL066W	SGF73	tagged	visualized	TAP visualized	486	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2414	YGL067W	NPY1	tagged	visualized	TAP visualized	846	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3930	YGL068W		tagged	visualized	TAP visualized	6940	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4623	YGL070C	RPB9	tagged	visualized	TAP visualized	2440	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
924	YGL071W	RCS1	tagged	visualized	TAP visualized	2730	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
601	YGL073W	HSF1	tagged	visualized	not TAP visualized	not visualized	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5834	YGL075C	MPS2	tagged	visualized	not TAP visualized	not visualized	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1439	YGL076C	RPL7A	tagged	visualized	TAP visualized	101000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5609	YGL077C	HNM1	tagged	visualized	TAP visualized	technical problem	NA	cell periphery,bud	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T		
1570	YGL078C	DBP3	tagged	visualized	TAP visualized	38900	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
3707	YGL079W		tagged	visualized	TAP visualized	1630	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
4489	YGL080W		tagged	visualized	TAP visualized	396	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2431	YGL082W		tagged	visualized	TAP visualized	7620	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
660	YGL083W	SCY1	tagged	visualized	TAP visualized	1480	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F		
5616	YGL084C	GUP1	tagged	visualized	TAP visualized	672	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3274	YGL085W		tagged	visualized	TAP visualized	704	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
778	YGL086W	MAD1	tagged	visualized	TAP visualized	656	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4144	YGL087C	MMS2	tagged	visualized	TAP visualized	2760	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2188	YGL090W	LIF1	tagged	visualized	TAP visualized	876	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2834	YGL091C	NBP35	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5267	YGL092W	NUP145	tagged	visualized	TAP visualized	4630	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
462	YGL093W	SPC105	tagged	visualized	not TAP visualized	not visualized	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
263	YGL094C	PAN2	tagged	visualized	TAP visualized	1510	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5583	YGL095C	VPS45	tagged	visualized	TAP visualized	5660	NA	early Golgi,late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	T	F	F	F		
1800	YGL097W	SRM1	tagged	visualized	TAP visualized	12100	1400.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
6046	YGL098W	USE1	tagged	visualized	TAP visualized	937	NA	lipid particle	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F		
1082	YGL099W	LSG1	tagged	visualized	TAP visualized	19400	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3735	YGL101W		tagged	visualized	TAP visualized	1500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2461	YGL105W	ARC1	tagged	visualized	TAP visualized	57700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1061	YGL107C	RMD9	tagged	visualized	TAP visualized	4800	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4386	YGL108C		tagged	visualized	TAP visualized	2430	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1140	YGL110C	CUE3	tagged	visualized	TAP visualized	6300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1909	YGL111W	NSA1	tagged	visualized	TAP visualized	2740	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
1600	YGL112C	TAF6	tagged	visualized	TAP visualized	6510	1290.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
993	YGL113W	SLD3	tagged	visualized	TAP visualized	125	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2881	YGL115W	SNF4	tagged	visualized	TAP visualized	11700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1192	YGL116W	CDC20	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1688	YGL119W	ABC1	tagged	visualized	TAP visualized	952	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
731	YGL120C	PRP43	tagged	visualized	TAP visualized	16900	1110.0	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
1558	YGL122C	NAB2	tagged	visualized	TAP visualized	9670	2200.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1069	YGL124C	MON1	tagged	visualized	TAP visualized	low signal	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F		
1227	YGL125W	MET13	tagged	visualized	TAP visualized	8600	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2442	YGL126W	SCS3	tagged	visualized	TAP visualized	538	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4534	YGL127C	SOH1	tagged	visualized	TAP visualized	468	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2678	YGL128C	CWC23	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5724	YGL129C	RSM23	tagged	visualized	TAP visualized	1300	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1933	YGL130W	CEG1	tagged	visualized	TAP visualized	279	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
122	YGL131C	SNT2	tagged	visualized	TAP visualized	technical problem	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
168	YGL133W	ITC1	tagged	visualized	TAP visualized	2610	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2111	YGL134W	PCL10	tagged	visualized	TAP visualized	217	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3713	YGL135W	RPL1B	tagged	visualized	TAP visualized	265000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5334	YGL137W	SEC27	tagged	visualized	TAP visualized	129000	NA	Golgi,early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F		
663	YGL139W		tagged	visualized	not TAP visualized	not visualized	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
196	YGL140C		tagged	visualized	TAP visualized	1080	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
469	YGL141W	HUL5	tagged	visualized	TAP visualized	3120	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2234	YGL143C	MRF1	tagged	visualized	TAP visualized	414	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5459	YGL145W	TIP20	tagged	visualized	TAP visualized	6020	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3947	YGL147C	RPL9A	tagged	visualized	TAP visualized	52400	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2462	YGL148W	ARO2	tagged	visualized	TAP visualized	2310	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
90	YGL150C	INO80	tagged	visualized	TAP visualized	6280	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
244	YGL151W	NUT1	tagged	visualized	TAP visualized	2490	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5896	YGL153W	PEX14	tagged	visualized	TAP visualized	2570	NA	peroxisome	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F		
2463	YGL155W	CDC43	tagged	visualized	TAP visualized	3940	75.5	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5298	YGL156W	AMS1	tagged	visualized	TAP visualized	319	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2679	YGL157W		tagged	visualized	TAP visualized	2950	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2977	YGL161C	YIP5	tagged	visualized	TAP visualized	937	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3065	YGL162W	SUT1	tagged	visualized	TAP visualized	1100	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
489	YGL163C	RAD54	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2063	YGL164C	YRB30	tagged	visualized	TAP visualized	3670	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3655	YGL166W	CUP2	tagged	visualized	TAP visualized	1760	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5338	YGL167C	PMR1	tagged	visualized	TAP visualized	6900	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2160	YGL169W	SUA5	tagged	visualized	TAP visualized	538	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5740	YGL172W	NUP49	tagged	visualized	TAP visualized	4760	445.0	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
81	YGL173C	KEM1	tagged	visualized	TAP visualized	11700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3339	YGL174W	BUD13	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2699	YGL175C	SAE2	tagged	visualized	TAP visualized	1030	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
307	YGL178W	MPT5	tagged	visualized	TAP visualized	1240	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
492	YGL180W	APG1	tagged	visualized	TAP visualized	1070	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2331	YGL181W	GTS1	tagged	visualized	TAP visualized	937	NA	cytoplasm,actin	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	T	F	F	F	F	F		
1893	YGL184C	STR3	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2449	YGL185C		tagged	visualized	TAP visualized	1430	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5581	YGL186C	TPN1	tagged	visualized	not TAP visualized	not visualized	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6176	YGL187C	COX4	tagged	visualized	TAP visualized	9410	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4683	YGL189C	RPS26A	tagged	visualized	TAP visualized	16300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1548	YGL190C	CDC55	tagged	visualized	TAP visualized	8600	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1987	YGL194C	HOS2	tagged	visualized	TAP visualized	4890	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
8	YGL195W	GCN1	tagged	visualized	TAP visualized	7330	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
91	YGL197W	MDS3	tagged	visualized	TAP visualized	396	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
6121	YGL200C	EMP24	tagged	visualized	TAP visualized	26800	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
359	YGL201C	MCM6	tagged	visualized	TAP visualized	13400	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1699	YGL202W	ARO8	tagged	visualized	TAP visualized	1770	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5442	YGL203C	KEX1	tagged	visualized	TAP visualized	8550	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
60	YGL206C	CHC1	tagged	visualized	TAP visualized	28700	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F		
343	YGL207W	SPT16	tagged	visualized	TAP visualized	18500	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2424	YGL209W	MIG2	tagged	visualized	TAP visualized	504	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
6080	YGL210W	YPT32	tagged	visualized	TAP visualized	4300	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3936	YGL211W		tagged	visualized	TAP visualized	low signal	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5937	YGL212W	VAM7	tagged	visualized	TAP visualized	2360	NA	cytoplasm,vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2324	YGL213C	SKI8	tagged	visualized	TAP visualized	1710	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
659	YGL216W	KIP3	tagged	visualized	TAP visualized	736	NA	microtubule	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F		
1934	YGL219C	MDM34	tagged	visualized	TAP visualized	377	NA	mitochondrion,punctate composite	F	T	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4658	YGL220W		tagged	visualized	TAP visualized	2050	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3166	YGL221C	NIF3	tagged	visualized	TAP visualized	6000	NA	cytoplasm,mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4067	YGL222C	EDC1	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2208	YGL223C	COG1	tagged	visualized	TAP visualized	2190	NA	early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F		
5900	YGL225W	VRG4	tagged	visualized	TAP visualized	31900	NA	punctate composite,Golgi,early Golgi	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F		
6192	YGL226C-A	OST5	tagged	visualized	TAP visualized	1010	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4606	YGL226W		tagged	visualized	TAP visualized	1170	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
414	YGL227W	VID30	tagged	visualized	TAP visualized	1500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
626	YGL229C	SAP4	tagged	visualized	TAP visualized	279	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3955	YGL231C		tagged	visualized	TAP visualized	1320	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3000	YGL232W		tagged	visualized	TAP visualized	2630	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5353	YGL233W	SEC15	tagged	visualized	TAP visualized	4280	NA	bud neck,cytoplasm,cell periphery	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F		
664	YGL234W	ADE5,7	tagged	visualized	TAP visualized	35800	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3348	YGL237C	HAP2	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5332	YGL238W	CSE1	tagged	visualized	TAP visualized	23500	1700.0	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3206	YGL240W	DOC1	tagged	visualized	TAP visualized	1360	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
370	YGL241W	KAP114	tagged	visualized	TAP visualized	2940	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1410	YGL244W	RTF1	tagged	visualized	TAP visualized	6510	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
832	YGL245W		tagged	visualized	TAP visualized	48700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2392	YGL246C	RAI1	tagged	visualized	TAP visualized	4030	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3900	YGL247W	BRR6	tagged	visualized	TAP visualized	125	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
886	YGL249W	ZIP2	tagged	visualized	not TAP visualized	not visualized	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3499	YGL250W		tagged	visualized	TAP visualized	1820	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1267	YGL252C	RTG2	tagged	visualized	TAP visualized	3260	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1773	YGL253W	HXK2	tagged	visualized	TAP visualized	114000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3066	YGL254W	FZF1	tagged	visualized	TAP visualized	2120	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5856	YGL255W	ZRT1	tagged	visualized	TAP visualized	technical problem	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1894	YGL256W	ADH4	tagged	visualized	TAP visualized	125	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3063	YGR001C		tagged	visualized	TAP visualized	3060	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1833	YGR002C	GOD1	tagged	visualized	TAP visualized	2230	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
793	YGR003W	CUL3	tagged	visualized	TAP visualized	172	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1915	YGR004W		tagged	visualized	TAP visualized	238	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2874	YGR007W	MUQ1	tagged	visualized	TAP visualized	4700	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
